Unnamed: 0,Job_Role,Android,Angular,AWS,Azure,Blockchain,Bootstrap,C#,C++,Confluence,CSS,CSS3,Data Science,DigitalOcean,Django,Docker,Ethereum,Git,Google Cloud Platform,GraphQL,Heroku,HTML,HTML5,iOS,Java,JavaScript,Jira,Kubernetes,LESS,Machine Learning,MERN Stack,MongoDB,Node.js,PHP,Python,PyTorch,React,RESTful API,Ruby,R,Sass,Solidity,Spring Framework,SQL,Swift,TensorFlow,TypeScript,Unity,Vue.js
513,Frontend Developer,3,3,3,0,0,3,3,2,2,3,2,0,0,2,3,0,3,2,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,3,2,2,2,2,2,3,2,2,3,3
514,Database Administrator,2,2,0,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,0,2,3,3,3,3,3,3,0,0,3,3,2,3,2,2,3,3,2,3,2,2,0,3,3,3,3,3,3,2
515,SRE (Site Reliability Engineer),3,0,2,3,3,2,0,3,3,2,3,3,2,3,3,3,3,3,2,2,3,2,3,3,2,3,3,2,3,3,2,2,3,2,3,0,2,3,3,2,3,0,3,2,3,3,0,3
516,MERN Developer,2,3,3,2,3,2,3,3,3,0,2,3,3,2,2,2,3,2,3,3,3,2,3,2,2,3,2,2,2,0,3,3,2,2,2,3,2,2,3,3,2,3,0,2,3,0,3,0
517,Data Modeler,3,3,3,3,3,3,3,2,2,3,0,3,2,3,3,3,3,2,3,0,3,0,2,3,2,3,3,2,2,0,3,2,2,0,2,3,3,3,3,2,2,2,3,2,3,3,2,3
518,Frontend Development Manager,3,3,2,0,2,2,0,3,3,3,2,3,3,3,2,3,3,3,2,2,3,2,3,3,3,2,0,2,3,2,2,2,3,0,2,3,2,2,0,3,3,3,3,3,2,2,3,2
519,Software Developer,2,2,0,3,0,0,3,2,2,2,2,2,3,3,0,3,3,2,0,3,2,3,3,3,3,2,2,2,3,3,3,2,2,3,2,3,3,3,3,2,3,2,2,3,2,2,2,3
520,Data Science Manager,0,2,3,2,0,3,3,0,3,2,3,2,3,2,3,3,3,2,2,2,3,3,0,3,0,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,2,3,3,3,2,2,2,3
521,DevOps Engineer,2,0,3,0,3,3,3,3,3,3,0,3,0,3,3,0,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,2,3,3,2,2,3,2,3,3,2,3,3,3,2,2,2
522,Release Manager,2,2,3,3,0,3,2,0,2,2,2,2,0,3,2,2,3,2,2,2,3,2,3,2,3,2,2,3,3,0,3,3,0,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3
523,Android Developer,3,2,3,3,2,3,2,0,2,3,3,3,0,3,3,3,3,2,0,2,3,2,2,3,3,3,3,3,2,3,3,3,2,3,2,2,2,0,2,2,2,3,0,2,2,2,3,3
524,Automation Engineer,3,0,2,3,2,2,0,2,2,2,3,2,2,3,2,2,3,3,3,3,2,0,2,3,0,2,2,2,3,2,2,2,0,3,3,3,2,2,3,2,3,2,3,3,2,3,3,3
525,Machine Learning Engineer,2,3,3,0,2,0,2,3,2,3,3,3,3,3,3,3,3,0,2,3,3,2,2,3,0,2,2,2,2,3,2,2,3,3,3,3,3,2,3,3,3,0,3,3,3,2,2,2
526,UI Developer,2,2,3,2,3,3,3,3,2,3,2,3,2,3,3,0,3,0,2,3,3,0,2,2,3,0,2,3,0,3,3,2,2,2,2,3,2,2,3,2,2,3,3,3,2,2,3,2
527,Network Engineer,0,3,2,2,3,3,2,0,2,3,2,0,0,2,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,2,0,2,3,2,2,2,3,3,2,3,2,3,2,2
528,Quality Assurance Engineer,2,3,2,0,0,2,2,3,3,2,0,2,3,2,0,2,3,3,3,3,2,2,2,3,2,2,2,2,3,2,2,0,2,3,2,3,3,2,3,3,2,3,2,2,3,2,3,2
529,Big Data Engineer,0,0,3,3,3,3,3,2,3,3,2,2,3,3,2,3,3,3,3,2,2,3,3,0,2,3,3,2,3,3,0,2,2,3,2,3,0,2,3,3,3,2,2,3,3,3,3,3
530,Django Developer,3,3,3,3,3,3,2,0,2,3,2,0,3,3,2,3,3,3,3,3,3,0,3,2,0,0,2,3,2,3,2,2,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,3
531,Software Engineer,0,2,0,3,3,0,2,3,2,3,2,0,3,2,2,3,3,2,2,3,3,2,3,3,3,3,2,3,2,2,3,3,3,3,2,3,2,2,3,3,3,0,3,2,2,2,3,2
532,Technical Support Engineer,2,2,2,3,2,2,0,3,3,0,3,2,3,3,0,2,3,2,3,3,2,3,3,2,3,2,0,0,2,3,2,3,2,2,2,3,2,3,3,3,2,3,3,3,2,2,3,3
533,Frontend Architect,2,3,3,2,2,2,3,0,0,3,3,2,0,2,2,0,3,2,3,3,3,2,3,3,3,3,2,0,2,3,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3
534,Solutions Architect,2,0,3,3,3,0,3,2,3,2,0,2,3,2,3,3,3,0,3,2,2,2,2,3,3,3,2,2,3,2,3,3,3,2,2,3,3,3,0,2,3,3,2,2,3,2,3,2
535,UX Designer,3,2,3,3,2,3,2,2,3,0,3,2,3,3,3,3,3,2,3,0,3,3,3,3,3,2,0,3,2,2,0,2,3,3,2,2,3,2,2,0,2,3,3,2,3,3,2,2
536,Backend Architect,0,2,0,2,2,2,3,2,3,0,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,2,2,3,3,3,2,2,3,3,2,2,2,2,3,3,0,3,2,0
537,QA Manager,0,3,2,3,3,3,3,0,2,3,3,0,3,3,2,3,3,2,0,3,2,2,3,2,3,3,2,2,2,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,3,0
538,Cybersecurity Lead,3,3,3,0,3,0,0,3,3,2,3,3,3,2,2,0,3,2,3,3,0,2,3,2,2,2,2,3,2,3,3,2,3,3,3,3,2,2,3,3,2,3,2,2,2,2,2,2
539,Backend Development Manager,2,2,2,2,2,3,2,0,2,2,3,3,2,3,3,2,3,0,2,2,3,0,2,3,2,2,2,3,3,3,3,2,2,3,2,3,3,2,0,2,2,2,3,0,2,2,2,3
540,Data Product Manager,3,3,3,2,3,3,3,3,3,0,3,0,2,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,2,3,3,2,0,3,3,3,3,0,3,2,3,3,3,2,2,2,0,2
541,Technical Writer,2,2,0,0,2,3,3,2,2,3,3,3,3,3,0,3,3,2,3,3,2,0,2,2,3,3,2,3,0,2,3,3,2,2,2,2,3,3,3,3,2,3,2,2,2,2,3,3
542,Backend Development Manager,2,2,2,2,3,2,3,0,2,3,3,2,2,3,2,3,3,0,3,2,3,0,3,3,2,2,3,2,3,2,2,2,3,3,3,2,2,3,0,3,2,2,3,0,3,3,3,3
543,DevOps Engineer,3,0,3,0,3,2,2,2,3,2,0,3,0,2,3,0,3,2,2,3,3,3,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,3
544,MERN Developer,3,3,2,2,2,2,2,3,3,0,2,2,2,2,2,3,3,3,2,3,3,3,2,3,3,2,3,2,3,0,3,3,3,3,3,3,3,2,3,2,3,2,0,3,2,0,2,0
545,Android Developer,3,3,3,2,2,3,2,0,2,3,3,3,0,2,3,2,3,3,0,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,0,3,3,2,2,0,2,3,3,3,3
546,UI Developer,2,2,2,2,2,2,2,3,2,3,3,2,3,3,2,0,3,0,2,3,3,0,3,2,3,0,3,2,0,3,2,2,2,2,2,3,2,3,3,3,3,3,2,2,3,2,3,2
547,Platform Engineer,0,2,3,3,2,0,3,0,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,2,3,2,0,2,2,2,2,0,3,2,2,3,3,3,2,3,3,2,2,2
548,Network Engineer,0,2,2,3,2,2,3,0,2,2,3,0,0,3,2,3,3,3,3,3,2,2,2,2,2,3,2,3,3,3,3,3,2,3,0,3,3,2,3,3,2,3,3,2,3,3,2,3
549,ETL Developer,2,2,3,0,2,3,3,2,3,3,2,3,3,3,3,3,3,2,2,0,0,3,2,3,3,0,2,3,2,2,3,2,2,2,2,0,3,2,2,3,2,3,3,3,2,3,2,3
550,IT Manager,3,3,3,0,3,3,3,2,2,2,3,3,2,0,3,3,3,0,2,3,2,3,3,3,3,2,3,3,2,3,2,3,3,0,2,3,2,2,3,2,2,2,2,0,3,2,2,2
551,Backend Developer,2,3,3,2,2,2,2,0,2,0,2,2,0,3,3,2,3,0,2,3,2,3,2,3,3,3,2,3,2,3,2,2,3,3,2,3,2,0,3,3,3,3,3,2,3,3,3,3
552,Cybersecurity Engineer,2,3,2,3,0,0,3,3,0,2,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,3,3,2,2,2,3,0,3,3,3,2,3,2,2,2,3,3,3,2,2,3,2,0
553,AI Engineer,3,3,0,3,3,2,3,3,2,3,2,3,3,3,2,0,3,3,3,3,2,2,2,2,3,2,2,0,3,3,2,2,2,3,3,3,2,3,2,2,3,0,3,3,3,2,0,2
554,Data Architect,2,3,3,2,2,3,3,3,0,0,2,3,3,3,2,2,3,3,3,2,2,3,3,2,3,2,2,0,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,0,3,2,0
555,Engineering Director,3,3,3,3,0,2,2,0,2,3,3,2,2,2,0,2,3,2,2,0,3,3,2,2,0,3,2,3,2,3,2,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3
556,Frontend Development Manager,3,3,3,0,3,2,0,2,3,3,2,2,3,2,2,2,3,3,3,2,3,3,3,3,3,2,0,2,2,2,2,2,3,0,3,3,3,2,0,2,2,2,3,2,2,3,2,2
557,Backend Architect,0,2,0,3,2,3,3,3,3,0,2,3,2,3,3,2,3,3,3,2,2,2,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,3,2,3,3,3,2,3,0,3,3,0
558,UI Development Lead,0,3,3,3,0,2,3,3,2,3,3,3,3,3,3,2,3,2,3,2,3,0,3,3,3,2,2,0,0,3,2,2,3,2,3,3,2,3,2,3,3,2,3,3,3,2,3,3
559,Chief Technology Officer (CTO),3,0,0,0,2,2,3,3,3,3,3,3,3,2,3,3,3,0,3,3,3,3,3,3,2,3,2,2,0,3,2,2,3,2,3,2,3,2,3,2,3,3,2,2,3,2,3,2
560,Data Engineering Lead,3,2,3,3,3,3,2,3,3,0,3,2,3,0,2,0,3,2,3,2,2,2,3,0,3,2,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,2,2,0,3,2
561,Data Engineer,2,0,2,2,3,0,3,2,2,0,2,3,3,2,3,3,3,0,2,2,3,2,2,2,2,3,2,3,2,2,3,2,2,3,3,3,2,3,2,3,0,2,3,2,2,3,3,3
562,Embedded Software Engineer,2,3,0,3,3,3,3,3,2,2,0,3,3,3,3,2,3,3,2,3,0,3,3,2,2,3,3,3,3,2,3,0,0,2,3,2,2,2,2,3,3,3,2,2,3,3,2,2
563,Computer Vision Engineer,0,2,3,0,3,0,2,2,2,3,3,2,3,3,2,3,3,3,2,3,3,3,0,2,3,2,0,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2
564,QA Automation Engineer,0,0,2,3,2,2,3,3,3,2,2,2,2,2,3,3,3,3,2,2,2,3,2,2,3,2,0,2,3,2,3,0,3,3,2,2,3,2,3,2,3,2,0,2,2,3,2,2
565,Backend Development Lead,2,2,3,3,3,2,3,2,3,0,2,3,3,3,3,2,3,3,0,2,3,0,0,3,2,2,3,2,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,2,2,0,2,2
566,Big Data Engineer,0,0,2,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,2,3,2,2,3,0,3,3,2,3,3,2,0,2,2,3,3,2,0,3,3,3,2,3,2,3,2,2,3,3
567,UI/UX Designer,2,3,3,3,0,2,2,2,2,3,2,2,2,0,2,2,0,2,3,2,3,2,2,0,3,2,2,2,0,2,3,3,2,3,2,2,2,2,2,2,3,2,2,3,3,3,2,2
568,Frontend Development Manager,2,3,3,0,2,2,0,3,2,3,3,2,3,2,3,3,3,3,2,3,3,2,3,2,3,3,0,3,3,3,2,2,2,0,3,3,3,2,0,3,3,2,2,2,3,3,2,2
569,Data Analyst,2,3,0,3,3,3,2,3,2,0,3,3,2,3,3,3,3,2,2,2,2,2,3,3,3,2,0,2,3,3,0,2,2,3,3,2,2,3,2,3,3,2,3,2,3,2,3,0
570,Project Manager,2,2,3,3,2,0,2,0,3,2,2,3,2,0,2,3,3,3,2,2,3,2,3,3,3,2,0,2,3,2,3,2,2,3,3,3,2,2,3,3,0,2,2,3,2,2,3,2
571,MERN Developer,3,3,2,2,2,2,3,2,3,0,3,3,2,2,3,2,3,3,2,2,2,2,3,3,2,2,2,3,3,0,3,3,3,2,2,3,2,3,3,3,3,2,0,2,3,0,2,0
572,Machine Learning Engineer,2,2,2,0,2,0,3,2,2,3,3,3,3,2,2,2,3,0,3,3,3,2,2,3,0,2,2,3,2,2,2,3,3,3,3,2,3,3,3,2,3,0,2,3,3,3,2,3
573,Cybersecurity Manager,0,3,2,2,3,2,2,0,3,3,3,3,3,2,2,2,3,3,3,3,0,2,2,2,2,2,2,3,2,2,2,3,3,2,2,3,2,3,0,0,2,3,2,2,3,2,3,3
574,Backend Developer,2,2,3,3,2,2,3,0,3,0,2,3,0,3,2,2,3,0,3,3,2,3,3,3,3,2,2,2,2,3,2,3,3,3,2,2,3,0,2,3,2,2,3,3,3,3,2,2
575,Enterprise Architect,3,2,3,2,0,2,3,0,2,3,2,2,2,3,2,2,3,0,3,2,3,2,3,3,2,3,3,3,3,2,2,3,2,0,3,3,2,3,3,3,2,3,3,3,3,2,2,0
576,Computer Vision Engineer,0,2,2,0,3,0,3,3,3,2,2,2,2,3,2,2,3,2,2,3,2,3,0,2,3,3,0,2,3,2,2,2,3,3,2,2,2,2,3,2,2,3,2,3,3,3,3,2
577,IT Manager,2,3,2,0,3,2,2,2,3,2,2,2,2,0,2,2,3,0,3,3,3,2,3,2,2,3,3,2,2,3,3,3,3,0,2,3,2,3,2,3,2,3,2,0,2,2,2,3
578,Platform Engineer,0,2,3,3,3,0,3,0,3,3,2,3,3,2,3,2,3,2,2,3,3,2,3,3,2,2,3,2,2,3,0,3,3,3,3,0,2,2,3,2,2,2,2,3,2,2,2,2
579,iOS Developer,0,3,2,3,2,0,2,3,3,2,2,3,2,3,2,2,3,2,2,2,2,2,3,2,3,3,3,2,3,2,2,0,2,2,3,3,0,3,2,2,3,3,2,3,3,3,0,3
580,Cybersecurity Manager,0,3,2,2,3,3,2,0,2,2,2,3,2,3,3,2,3,3,3,3,0,3,2,3,3,2,2,3,3,2,3,3,2,2,2,3,3,3,0,0,2,3,2,3,3,2,3,2
581,System Administrator,2,3,3,2,0,0,3,2,3,3,3,3,3,2,2,2,3,3,2,3,3,2,2,3,3,3,2,2,2,0,3,2,3,0,0,3,2,2,3,2,3,3,3,3,3,3,2,3
582,DevOps Lead,3,2,3,3,3,2,0,3,2,2,2,3,3,3,3,0,3,3,0,3,3,3,2,2,3,3,3,0,3,2,2,0,3,3,3,3,2,2,2,2,2,2,3,3,2,3,3,2
583,Cloud Security Engineer,3,3,3,3,3,2,2,2,2,2,3,3,0,3,0,3,3,2,3,3,3,2,2,3,2,3,2,3,2,2,0,3,3,3,2,3,0,3,2,3,0,3,3,3,3,2,2,3
584,Backend Architect,0,2,0,3,3,2,2,2,3,0,2,2,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,2,0,3,2,0
585,MERN Developer,3,3,3,3,3,2,3,3,2,0,2,3,3,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,0,3,3,2,3,2,3,3,2,2,2,2,3,0,3,3,0,3,0
586,IT Support Specialist,3,3,3,3,0,3,3,2,2,0,2,2,3,2,2,3,3,2,0,3,3,2,3,0,2,3,3,2,3,0,2,2,3,2,2,2,2,3,3,2,2,3,3,2,2,3,2,2
587,DevOps Engineer,2,0,3,0,3,2,3,2,3,3,0,3,0,3,3,0,3,3,2,2,3,2,3,3,3,2,3,3,2,2,3,3,2,3,2,3,2,3,2,2,2,2,3,2,2,2,2,3
588,Backend Development Lead,3,2,2,3,2,3,2,2,2,0,3,2,2,3,2,2,3,2,0,3,2,0,0,3,2,2,2,2,2,2,3,3,2,3,3,2,3,3,2,2,3,3,3,2,3,0,2,2
589,AI Product Manager,0,2,3,2,3,0,3,3,2,3,2,0,3,2,2,3,3,0,3,2,2,2,2,3,3,3,3,3,2,3,3,3,3,0,2,2,3,2,2,2,2,2,2,3,2,3,2,3
590,Backend Engineer,3,2,3,3,3,2,2,0,3,3,0,2,3,3,2,3,3,3,0,2,2,3,2,3,0,2,2,3,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,2,0,3,3,2
591,Software Engineer,0,2,0,3,2,0,3,2,3,3,3,0,2,2,2,2,3,2,2,3,3,3,3,3,3,2,2,3,2,3,2,3,2,3,3,3,3,3,2,3,3,0,3,2,2,2,2,2
592,Blockchain Developer,2,3,2,3,3,2,3,2,2,3,2,2,3,2,2,3,3,2,3,0,2,3,2,2,2,3,3,2,2,2,3,2,0,2,0,0,2,2,3,2,3,0,2,3,3,3,2,3
593,Product Development Manager,2,0,2,2,2,0,2,3,3,3,3,3,3,0,3,2,3,2,0,2,2,3,3,2,3,3,0,3,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,3
594,Backend Developer,2,3,2,3,2,3,2,0,3,0,2,2,0,3,3,2,3,0,2,2,2,2,2,3,3,3,2,3,3,3,3,2,3,3,2,3,2,0,3,2,2,2,3,3,3,2,3,2
595,Software Development Manager,0,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,3,2,3,2,3,0,2,3,3,0,3,3,3,0,3,3,2,2,2,3,3,2,2,3,2,2,2,2,3,3,2,0
596,Cybersecurity Lead,3,3,3,0,3,0,0,2,3,3,2,2,2,3,2,0,3,3,3,2,0,3,2,2,2,3,3,2,3,3,2,3,2,3,3,2,3,2,2,2,3,2,2,3,3,2,3,3
597,Backend Development Manager,2,2,3,2,2,2,2,0,2,3,3,2,2,3,2,3,3,0,3,3,3,0,2,3,3,2,2,2,2,2,3,2,3,3,3,2,3,3,0,3,3,3,3,0,2,3,2,3
598,Cloud Solutions Architect,2,0,3,3,2,2,2,2,2,2,3,3,3,3,0,3,3,2,2,0,2,3,3,3,0,2,3,3,2,2,2,2,2,3,2,3,2,3,2,2,3,2,3,2,0,2,2,2
599,Technical Writer,3,3,0,0,2,2,2,3,3,3,2,2,3,3,0,3,3,3,2,3,2,0,2,3,2,2,3,2,0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2
600,UI/UX Designer,3,3,2,3,0,3,3,2,3,3,3,3,2,0,2,3,0,2,2,2,3,2,3,0,3,3,2,2,0,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,3,2,3
601,Data Engineering Lead,3,2,3,3,2,3,2,2,2,0,3,2,3,0,3,0,3,3,2,2,2,2,3,0,2,2,3,2,3,2,2,3,2,3,3,2,2,3,3,2,2,3,3,2,2,0,2,3
602,Business Analyst,3,2,3,3,2,0,2,0,2,2,3,2,2,3,3,0,3,3,3,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,0,3,0,2,2,2,3,2,2,2,2
603,Cybersecurity Lead,2,2,2,0,2,0,0,2,3,3,3,2,2,2,3,0,3,3,3,2,0,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2
604,Cybersecurity Manager,0,3,3,2,3,2,2,0,3,3,3,3,3,3,3,3,3,3,2,3,0,3,2,3,3,2,2,3,3,2,3,3,2,2,2,2,2,3,0,0,2,3,3,2,3,2,2,3
605,QA Lead,3,2,2,3,3,3,3,0,3,3,2,3,2,3,2,0,3,2,3,2,2,2,3,3,3,2,3,3,0,2,3,2,3,3,2,3,0,3,3,2,2,3,2,0,2,3,2,3
606,Data Analyst,2,3,0,2,2,3,3,2,3,0,2,2,3,3,3,3,3,3,2,2,2,3,3,3,2,2,0,2,2,2,0,3,2,3,3,2,2,2,2,2,3,3,3,3,2,3,3,0
607,QA Lead,2,3,3,3,2,3,2,0,3,2,3,3,2,2,3,0,3,3,2,3,2,2,2,3,3,3,2,2,0,3,3,3,2,2,2,2,0,2,2,2,3,2,2,0,3,2,3,3
608,Backend Architect,0,2,0,3,2,2,2,2,3,0,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,2,2,3,2,2,3,2,3,3,3,3,3,3,0,2,2,0
609,Network Engineer,0,2,3,2,3,3,3,0,2,3,3,0,0,2,3,2,3,3,3,2,3,2,3,2,2,2,3,3,3,3,2,3,3,3,0,2,3,2,3,2,2,3,2,2,2,3,3,3
610,Solutions Architect,3,0,3,3,3,0,3,2,3,2,0,3,3,2,3,3,3,0,3,3,3,2,2,3,3,2,2,2,3,2,2,3,3,2,3,3,3,3,0,2,3,3,2,3,3,3,2,3
611,SRE (Site Reliability Engineer),2,0,2,3,3,3,0,3,3,2,3,3,3,3,3,2,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,2,2,0,2,2,2,3,2,0,2,3,3,3,0,3
612,Data Warehouse Architect,0,3,2,3,2,2,2,3,2,2,2,2,3,0,3,2,3,3,3,2,0,2,2,3,3,0,3,3,0,3,3,3,2,3,3,2,3,3,2,3,2,2,3,3,2,3,3,2
613,IT Manager,2,3,3,0,3,3,2,2,2,2,3,2,3,0,3,2,3,0,3,3,3,3,2,2,3,2,3,3,2,3,2,2,3,0,3,2,3,3,2,2,3,3,2,0,3,3,3,3
614,Software Development Manager,0,2,2,3,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,0,3,3,2,0,3,3,3,0,2,3,3,2,3,3,3,3,3,2,3,2,3,2,3,3,3,0
615,Technical Writer,2,3,0,0,3,3,3,3,2,2,2,3,3,2,0,3,3,3,3,3,3,0,3,3,3,2,2,2,0,3,3,3,3,2,2,2,3,3,2,2,2,3,2,2,2,2,2,3
616,Platform Engineer,0,3,3,3,3,0,3,0,3,2,2,3,2,3,3,3,3,2,2,2,3,3,2,2,2,2,3,2,3,3,0,2,2,3,3,0,2,2,3,2,3,3,3,2,2,2,2,3
617,Network Security Engineer,3,0,2,3,3,2,3,0,3,2,3,0,3,3,2,2,3,2,2,2,2,3,2,3,3,3,2,0,2,3,2,2,3,3,2,2,0,3,2,3,2,2,2,3,2,3,2,2
618,UX Designer,2,2,3,3,3,3,3,2,3,0,3,2,2,3,2,2,3,2,2,0,2,3,2,3,3,3,0,3,3,2,0,3,2,3,2,2,3,2,3,0,3,2,3,3,2,2,2,2
619,Software Architect,3,2,3,0,2,2,2,2,0,2,0,2,3,3,2,3,3,3,3,3,2,2,2,0,3,2,3,0,3,3,3,3,2,2,3,3,3,2,2,3,2,3,2,3,2,2,3,3
620,Cybersecurity Lead,3,2,3,0,2,0,0,3,2,2,2,3,2,3,3,0,3,3,2,2,0,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,2,3,2,3,2,2,2
621,Business Analyst,3,2,2,2,3,0,2,0,3,3,3,3,3,2,3,0,3,3,3,3,2,3,3,2,2,3,2,3,3,2,2,2,2,2,3,2,3,0,3,0,3,3,2,2,2,3,3,3
622,Cybersecurity Engineer,2,2,2,3,0,0,2,3,0,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,3,2,3,3,0,3,3,3,3,2,2,2,3,2,2,2,3,2,3,3,0
623,Cybersecurity Engineer,3,3,2,3,0,0,3,3,0,3,3,3,3,2,3,2,3,3,2,2,2,3,2,2,2,2,3,2,2,2,2,0,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,0
624,Backend Architect,0,3,0,3,2,2,2,3,2,0,2,2,2,3,2,3,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,3,3,2,3,3,2,3,3,2,3,3,0,2,3,0
625,Backend Development Manager,3,3,3,3,3,3,3,0,2,2,2,2,2,3,3,3,3,0,3,2,3,0,2,3,3,3,3,3,2,3,2,2,3,3,3,3,2,3,0,3,3,2,3,0,3,3,2,3
626,System Administrator,3,2,3,2,0,0,2,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,2,0,2,2,3,0,0,2,3,3,2,2,3,3,3,3,3,3,3,2
627,Software Architect,3,3,2,0,3,3,3,3,0,2,0,2,2,2,2,3,3,3,2,2,3,2,2,0,3,2,3,0,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3
628,Chief Technology Officer (CTO),3,0,0,0,3,2,2,2,2,3,2,3,3,3,2,2,3,0,2,2,2,2,3,2,2,2,2,2,0,2,3,3,2,2,2,2,2,3,3,3,3,2,3,2,2,2,2,2
629,Backend Developer,3,3,3,2,3,3,3,0,3,0,2,2,0,3,2,3,3,0,3,2,3,2,3,3,3,2,3,3,3,3,2,2,3,3,2,3,3,0,3,3,3,3,3,2,2,2,3,3
630,Cloud Architect,2,0,3,3,0,3,3,3,2,3,2,2,3,3,3,2,3,3,2,3,3,3,0,2,0,2,3,3,2,3,3,2,3,2,3,3,2,3,3,3,2,3,2,2,3,0,3,2
631,Network Security Engineer,2,0,2,3,3,3,3,0,3,2,2,0,3,2,3,2,3,3,2,2,3,3,2,3,3,3,3,0,3,2,2,3,3,2,3,3,0,2,3,3,3,3,3,3,3,3,2,3
632,Cloud Architect,3,0,3,3,0,2,3,3,3,2,2,3,3,3,3,3,3,2,3,3,2,3,0,2,0,2,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,3,2,3,2,0,2,3
633,Data Warehouse Architect,0,2,3,2,3,2,2,3,3,3,3,2,3,0,3,2,3,2,3,2,0,3,3,2,3,0,3,3,0,3,3,3,3,2,2,3,3,3,3,3,3,2,3,2,3,3,2,3
634,Backend Architect,0,2,0,3,3,2,2,2,3,0,2,3,2,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,3,2,2,3,3,3,3,3,2,2,3,2,2,2,3,3,0,2,3,0
635,AI Product Manager,0,2,2,3,2,0,3,3,3,3,2,0,2,3,3,3,3,0,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,0,3,3,2,2,2,3,2,3,2,2,3,2,2,2
636,Product Owner,2,2,3,2,2,2,3,3,2,2,0,3,2,2,3,3,3,0,2,3,3,3,3,2,2,3,0,2,3,0,3,3,3,3,2,3,2,0,3,3,3,2,3,3,3,2,3,2
637,Cloud Engineer,3,3,3,3,0,2,3,3,2,3,0,2,3,2,3,0,3,3,2,2,2,2,2,3,3,3,3,3,2,2,3,3,0,3,2,2,0,2,2,3,3,2,2,3,2,3,3,3
638,iOS Developer,0,3,2,3,3,0,3,2,3,2,2,3,2,2,3,2,3,3,2,3,3,2,3,2,3,2,2,3,3,2,3,0,3,2,3,3,0,2,2,2,3,3,2,3,3,3,0,2
639,Data Science Manager,0,3,2,3,0,3,2,0,2,3,2,3,3,3,3,2,3,2,3,3,3,2,0,2,0,2,3,2,3,3,3,2,2,3,3,2,2,2,2,2,3,2,3,2,3,2,3,2
640,Engineering Director,3,2,2,3,0,2,2,0,3,3,2,3,2,2,0,2,3,2,3,0,2,2,2,3,0,3,3,2,3,2,3,2,2,3,3,2,3,2,2,3,3,2,2,3,2,2,3,3
641,Cybersecurity Lead,3,3,3,0,3,0,0,3,3,3,2,3,2,2,2,0,3,2,2,2,0,3,3,2,2,2,3,2,2,3,3,2,2,2,3,3,2,3,3,2,3,2,3,2,3,3,3,2
